name	gene_id	biotype	cluster	chr	start	end
CR450793.1	ENSDARG00000088927	protein_coding	Cluster026	10	26973395	26977091
CR559945.1	ENSDARG00000056829	protein_coding	Cluster223	13	11633960	11667740
CR628395.2	ENSDARG00000104160	protein_coding	Cluster023	4	49753455	49757633
CR735126.1	ENSDARG00000044212	protein_coding	Cluster001	19	37955768	37979726
CR762398.1	ENSDARG00000099449	protein_coding	Cluster035	5	22541102	22580102
CR847847.1	ENSDARG00000087096	protein_coding	Cluster001	21	25735371	25736006
CR847850.2	ENSDARG00000104985	protein_coding	NA	3	7529666	7530547
CR847895.1	ENSDARG00000099043	protein_coding	Cluster135	4	29391015	29405633
CR847986.1	ENSDARG00000061850	protein_coding	Cluster083	7	20223820	20250264
CR855996.2	ENSDARG00000104450	protein_coding	Cluster001	10	17075904	17079435
CRACR2A (1 of many)	ENSDARG00000068231	protein_coding	Cluster003	18	11588074	11626753
CRAT (1 of many)	ENSDARG00000016545	protein_coding	Cluster004	8	44932723	44982549
CRELD1	ENSDARG00000006990	protein_coding	Cluster012	8	54089727	54097634
CRIP2	ENSDARG00000033201	protein_coding	Cluster004	20	9441226	9474710
CRISP3	ENSDARG00000103034	protein_coding	Cluster005	16	50157425	50176281
CSDC2 (1 of many)	ENSDARG00000100167	protein_coding	Cluster001	3	5098933	5106411
CSGALNACT1 (1 of many)	ENSDARG00000040535	protein_coding	NA	10	8338130	8430999
CST7	ENSDARG00000101340	protein_coding	Cluster003	KN150663.1	111	632
CT030144.1	ENSDARG00000060962	protein_coding	Cluster002	7	15929299	15943187
CT030144.2	ENSDARG00000074813	protein_coding	Cluster001	7	15946425	15953498
CT030712.1	ENSDARG00000044355	protein_coding	Cluster250	9	24897579	24899212
CT573234.3	ENSDARG00000100543	protein_coding	Cluster023	4	65799260	65808705
CT573263.1	ENSDARG00000099760	protein_coding	Cluster135	4	64866060	64872970
CT573263.3	ENSDARG00000100471	protein_coding	NA	4	64931252	64947206
CT573860.1	ENSDARG00000098327	protein_coding	Cluster003	3	54551940	54563492
CT574587.1	ENSDARG00000090346	protein_coding	NA	24	23843796	23853447
CT583723.1	ENSDARG00000102759	protein_coding	Cluster001	8	35129731	35179756
CT737127.2	ENSDARG00000101797	protein_coding	Cluster007	4	66074040	66106973
CT978957.2	ENSDARG00000104385	pseudogene	Cluster007	5	68922755	68923819
CTIF	ENSDARG00000090617	protein_coding	Cluster010	21	3090902	3189840
CTSZ	ENSDARG00000099376	protein_coding	Cluster193	2	54060512	54071869
CTXN3	ENSDARG00000033508	protein_coding	Cluster001	10	16230687	16236268
CU019646.1	ENSDARG00000036414	protein_coding	NA	7	19895191	19973244
CU019646.2	ENSDARG00000091234	protein_coding	Cluster003	7	19987960	19989382
CU207245.2	ENSDARG00000101278	protein_coding	Cluster007	4	30789852	30795470
CU302413.1	ENSDARG00000104586	protein_coding	Cluster023	4	30684985	30690221
CU326366.2	ENSDARG00000068593	protein_coding	Cluster006	10	43059021	43069864
CU424462.1	ENSDARG00000036575	protein_coding	Cluster029	7	19154615	19168102
CU467646.2	ENSDARG00000095486	protein_coding	Cluster003	4	75536652	75537791
CU467646.5	ENSDARG00000101763	protein_coding	Cluster003	4	75560210	75560911
CU570769.1	ENSDARG00000102371	protein_coding	Cluster026	22	1235691	1243852
CU633479.1	ENSDARG00000098747	protein_coding	Cluster001	24	41032106	41044878
CU633855.1	ENSDARG00000089563	protein_coding	Cluster040	15	47227238	47234869
CU655961.2	ENSDARG00000087212	protein_coding	Cluster026	15	44095364	44101436
CU693369.1	ENSDARG00000089534	protein_coding	Cluster001	2	53858767	53867436
CU695232.1	ENSDARG00000098286	protein_coding	Cluster006	13	46514197	46528961
CU856539.2	ENSDARG00000058946	protein_coding	Cluster003	10	2573044	2641613
CU915738.1	ENSDARG00000100088	protein_coding	Cluster003	15	37122103	37202477
CU928117.1	ENSDARG00000059587	protein_coding	NA	5	61711454	61883099
CU929037.1	ENSDARG00000089607	protein_coding	Cluster131	17	49466616	49468012
CU929225.1	ENSDARG00000060688	protein_coding	Cluster001	10	40915175	40932872
CU929391.1	ENSDARG00000088039	protein_coding	Cluster003	15	44180421	44200742
CU984579.1	ENSDARG00000089543	protein_coding	Cluster001	5	36888191	36896815
CU984600.2	ENSDARG00000098204	protein_coding	NA	9	561485	582765
CU984600.3	ENSDARG00000098640	protein_coding	Cluster017	9	535602	544884
CYP27A1 (1 of many)	ENSDARG00000088013	protein_coding	NA	9	38617774	38647605
CYSTM1 (1 of many)	ENSDARG00000073961	protein_coding	Cluster003	21	32018822	32027735
DAB2	ENSDARG00000053091	protein_coding	Cluster014	5	43261196	43334966
DCHS2	ENSDARG00000037286	protein_coding	Cluster001	1	24902969	24959927
DCUN1D3	ENSDARG00000011493	protein_coding	Cluster003	24	39630927	39647408
DENND4C	ENSDARG00000102766	protein_coding	Cluster002	7	58766434	58853716
DEPDC1B	ENSDARG00000099541	protein_coding	Cluster144	KN150240.1	21351	28237
DEPDC7 (1 of many)	ENSDARG00000053246	protein_coding	Cluster003	25	5845288	5855100
DGKI	ENSDARG00000063578	protein_coding	Cluster001	4	4605698	4698462
DHX29	ENSDARG00000040326	protein_coding	Cluster002	10	8196016	8238489
DHX30	ENSDARG00000077839	protein_coding	Cluster002	2	223147	245345
DISP3	ENSDARG00000036999	protein_coding	Cluster001	8	51061532	51158521
DKEY-225F5.4	ENSDARG00000101975	protein_coding	NA	3	23367889	23382607
DLC1	ENSDARG00000079317	protein_coding	Cluster015	1	14604453	14642737
DMXL1	ENSDARG00000098599	protein_coding	NA	KN150041.1	2060	55746
DNAJB5 (1 of many)	ENSDARG00000004187	protein_coding	Cluster001	21	5004589	5009491
DOC2A	ENSDARG00000078736	protein_coding	Cluster001	3	15400357	15458428
DPEP2	ENSDARG00000079216	protein_coding	Cluster001	7	34996577	35012845
DPP10	ENSDARG00000104767	protein_coding	Cluster001	23	33928510	33975836
DSP (1 of many)	ENSDARG00000076673	protein_coding	Cluster065	20	53044041	53077408
DST	ENSDARG00000101858	protein_coding	Cluster004	13	1441977	1589054
DTX3	ENSDARG00000025766	protein_coding	Cluster002	23	27114570	27134531
DUOXA2	ENSDARG00000078962	protein_coding	Cluster054	25	31533283	31547255
DUSP27	ENSDARG00000099889	protein_coding	NA	15	63844	71683
DUSP8 (1 of many)	ENSDARG00000039232	protein_coding	Cluster004	18	49945735	49959998
DXO	ENSDARG00000036852	protein_coding	Cluster002	3	60389081	60394304
DYNC1H1	ENSDARG00000014717	protein_coding	Cluster012	17	1527965	1599371
DYNC1I2 (1 of many)	ENSDARG00000103195	protein_coding	Cluster001	6	3771606	3795958
DYRK3	ENSDARG00000070600	protein_coding	Cluster002	11	21098788	21106918
EFEMP1 (1 of many).1	ENSDARG00000104210	protein_coding	Cluster001	22	35092297	35108032
EFNA4	ENSDARG00000090427	protein_coding	NA	16	22979187	23071731
EHMT2	ENSDARG00000102325	protein_coding	Cluster003	19	1334979	1356617
EIF1B	ENSDARG00000029445	protein_coding	Cluster011	24	32603272	32608012
ELFN1 (1 of many)	ENSDARG00000078141	protein_coding	Cluster001	3	46054904	46057680
EMILIN3	ENSDARG00000076299	protein_coding	NA	23	4147602	4176030
EML5	ENSDARG00000053517	protein_coding	Cluster001	17	43048924	43296752
EML6	ENSDARG00000102755	protein_coding	Cluster004	11	42640693	42688166
ENSDARG00000003146	ENSDARG00000003146	protein_coding	Cluster001	13	17571723	17579001
ENSDARG00000003313	ENSDARG00000003313	protein_coding	Cluster007	24	38770546	38807189
ENSDARG00000004658	ENSDARG00000004658	protein_coding	Cluster012	7	7145551	7164981
ENSDARG00000005015	ENSDARG00000005015	protein_coding	Cluster002	8	25688928	25696935
ENSDARG00000008119	ENSDARG00000008119	protein_coding	Cluster078	20	29773995	29780904
ENSDARG00000008835	ENSDARG00000008835	protein_coding	Cluster010	3	3619979	3665840
ENSDARG00000010556	ENSDARG00000010556	protein_coding	Cluster012	12	4223765	4243723
ENSDARG00000011609	ENSDARG00000011609	protein_coding	Cluster008	3	11813072	11861589
ENSDARG00000013252	ENSDARG00000013252	protein_coding	Cluster001	3	26603291	26620948
ENSDARG00000014039	ENSDARG00000014039	protein_coding	Cluster186	20	42640658	42664630
ENSDARG00000014169	ENSDARG00000014169	protein_coding	Cluster001	6	55164916	55183001
ENSDARG00000014825	ENSDARG00000014825	protein_coding	NA	16	13726119	13733808
ENSDARG00000015931	ENSDARG00000015931	protein_coding	Cluster001	4	5252371	5294296
ENSDARG00000016538	ENSDARG00000016538	protein_coding	Cluster006	4	9466133	9475502
ENSDARG00000016674	ENSDARG00000016674	protein_coding	Cluster006	3	1054435	1060784
ENSDARG00000017188	ENSDARG00000017188	protein_coding	Cluster002	20	14202081	14218237
ENSDARG00000019442	ENSDARG00000019442	protein_coding	Cluster002	15	2857286	2883370
ENSDARG00000021566	ENSDARG00000021566	protein_coding	Cluster017	14	196090	204764
ENSDARG00000022615	ENSDARG00000022615	protein_coding	Cluster016	2	1073933	1115009
ENSDARG00000022807	ENSDARG00000022807	protein_coding	Cluster017	16	13534374	13563698
ENSDARG00000024219	ENSDARG00000024219	protein_coding	NA	21	4483219	4531018
ENSDARG00000024431	ENSDARG00000024431	protein_coding	Cluster002	18	48283858	48304818
ENSDARG00000024619	ENSDARG00000024619	protein_coding	Cluster001	19	15666928	15716605
ENSDARG00000025858	ENSDARG00000025858	protein_coding	Cluster028	8	49103270	49123267
ENSDARG00000026972	ENSDARG00000026972	protein_coding	Cluster002	2	39019850	39026674
ENSDARG00000028096	ENSDARG00000028096	protein_coding	Cluster007	10	15088718	15090662
ENSDARG00000029114	ENSDARG00000029114	protein_coding	Cluster001	16	32105755	32126845
ENSDARG00000031534	ENSDARG00000031534	protein_coding	Cluster005	3	19319037	19327733
ENSDARG00000032405	ENSDARG00000032405	protein_coding	Cluster201	4	76590519	76594730
ENSDARG00000036422	ENSDARG00000036422	protein_coding	Cluster001	7	20179096	20194423
ENSDARG00000036473	ENSDARG00000036473	protein_coding	Cluster101	7	25844946	25853913
ENSDARG00000036493	ENSDARG00000036493	protein_coding	Cluster002	7	39822780	39829871
ENSDARG00000036767	ENSDARG00000036767	protein_coding	Cluster059	19	7763184	7772050
ENSDARG00000037190	ENSDARG00000037190	protein_coding	Cluster142	20	6164739	6171275
ENSDARG00000037528	ENSDARG00000037528	protein_coding	Cluster003	20	6543313	6550986
ENSDARG00000038424	ENSDARG00000038424	protein_coding	Cluster036	16	16757226	16793741
ENSDARG00000038686	ENSDARG00000038686	protein_coding	Cluster002	13	22567765	22584652
ENSDARG00000039063	ENSDARG00000039063	protein_coding	Cluster002	1	13813268	13820246
ENSDARG00000040162	ENSDARG00000040162	protein_coding	Cluster012	17	23278904	23282297
ENSDARG00000040966	ENSDARG00000040966	protein_coding	Cluster002	15	29207250	29219743
ENSDARG00000041685	ENSDARG00000041685	protein_coding	Cluster005	15	21178414	21303684
ENSDARG00000041998	ENSDARG00000041998	protein_coding	Cluster016	9	9344387	9370021
ENSDARG00000042887	ENSDARG00000042887	protein_coding	Cluster011	1	53510235	53519707
ENSDARG00000043394	ENSDARG00000043394	protein_coding	Cluster001	20	19377349	19466292
ENSDARG00000043482	ENSDARG00000043482	protein_coding	NA	8	13496680	13503809
ENSDARG00000043627	ENSDARG00000043627	protein_coding	Cluster002	14	1351494	1393430
ENSDARG00000043799	ENSDARG00000043799	protein_coding	Cluster002	17	4421283	4695211
ENSDARG00000043963	ENSDARG00000043963	protein_coding	Cluster003	20	170642	194206
ENSDARG00000044694	ENSDARG00000044694	protein_coding	Cluster077	21	19807558	19829715
ENSDARG00000044767	ENSDARG00000044767	protein_coding	Cluster004	3	15027422	15037193
ENSDARG00000045089	ENSDARG00000045089	protein_coding	Cluster059	13	20248410	20250503
ENSDARG00000045127	ENSDARG00000045127	protein_coding	Cluster006	21	30223450	30247709
ENSDARG00000045254	ENSDARG00000045254	protein_coding	Cluster003	24	37810920	37820708
ENSDARG00000045438	ENSDARG00000045438	protein_coding	Cluster074	24	4402486	4408464
ENSDARG00000045947	ENSDARG00000045947	protein_coding	Cluster004	12	4340966	4444705
ENSDARG00000045979	ENSDARG00000045979	protein_coding	Cluster001	5	4041699	4052774
ENSDARG00000051873	ENSDARG00000051873	protein_coding	Cluster001	25	21702849	21724878
ENSDARG00000052351	ENSDARG00000052351	protein_coding	Cluster055	6	19965584	19982979
ENSDARG00000052427	ENSDARG00000052427	protein_coding	Cluster002	5	56988681	57001432
ENSDARG00000053404	ENSDARG00000053404	protein_coding	NA	21	45310849	45323145
ENSDARG00000053431	ENSDARG00000053431	protein_coding	NA	16	16646710	16682803
ENSDARG00000053454	ENSDARG00000053454	protein_coding	Cluster001	6	44593202	44678137
ENSDARG00000053716	ENSDARG00000053716	protein_coding	Cluster052	5	36066562	36074870
ENSDARG00000053746	ENSDARG00000053746	protein_coding	Cluster001	2	1331990	1346930
ENSDARG00000055498	ENSDARG00000055498	protein_coding	Cluster001	2	5449942	5477837
ENSDARG00000055999	ENSDARG00000055999	protein_coding	Cluster001	21	30158052	30200101
ENSDARG00000056080	ENSDARG00000056080	protein_coding	NA	13	21581834	21608692
ENSDARG00000056204	ENSDARG00000056204	protein_coding	Cluster041	5	27432296	27441562
ENSDARG00000056339	ENSDARG00000056339	protein_coding	Cluster002	16	21686384	21723362
ENSDARG00000056379	ENSDARG00000056379	protein_coding	Cluster075	16	21975668	21981009
ENSDARG00000056572	ENSDARG00000056572	protein_coding	Cluster001	19	28772530	28783190
ENSDARG00000056791	ENSDARG00000056791	protein_coding	Cluster005	3	19311251	19316277
ENSDARG00000057353	ENSDARG00000057353	protein_coding	Cluster004	7	17804264	17822251
ENSDARG00000057669	ENSDARG00000057669	protein_coding	Cluster001	1	53480127	53502501
ENSDARG00000057890	ENSDARG00000057890	protein_coding	Cluster009	13	9007896	9036512
ENSDARG00000058280	ENSDARG00000058280	protein_coding	Cluster182	8	12998438	13026654
ENSDARG00000058445	ENSDARG00000058445	protein_coding	Cluster154	1	8550817	8565832
ENSDARG00000058630	ENSDARG00000058630	protein_coding	Cluster006	21	11237606	11274643
ENSDARG00000058679	ENSDARG00000058679	protein_coding	Cluster002	21	11428535	11436742
ENSDARG00000059529	ENSDARG00000059529	protein_coding	Cluster002	7	56433785	56445125
ENSDARG00000060395	ENSDARG00000060395	protein_coding	Cluster006	2	37464786	37477740
ENSDARG00000061023	ENSDARG00000061023	protein_coding	Cluster002	8	25940801	25952413
ENSDARG00000061060	ENSDARG00000061060	protein_coding	Cluster002	5	6391512	6442550
ENSDARG00000061800	ENSDARG00000061800	protein_coding	NA	2	24747099	24752282
ENSDARG00000062148	ENSDARG00000062148	protein_coding	Cluster035	9	30407082	30437215
ENSDARG00000062790	ENSDARG00000062790	protein_coding	Cluster004	13	28689778	28771841
ENSDARG00000063233	ENSDARG00000063233	protein_coding	Cluster210	17	9875747	9887229
ENSDARG00000063407	ENSDARG00000063407	protein_coding	Cluster051	16	1275707	1294474
ENSDARG00000063518	ENSDARG00000063518	protein_coding	Cluster207	2	50630	53978
ENSDARG00000067668	ENSDARG00000067668	protein_coding	Cluster052	15	47637147	47643338
ENSDARG00000067727	ENSDARG00000067727	protein_coding	Cluster001	20	4221954	4286363
ENSDARG00000068274	ENSDARG00000068274	protein_coding	Cluster001	18	41505649	41519608
ENSDARG00000068586	ENSDARG00000068586	protein_coding	Cluster005	14	45706669	45738362
ENSDARG00000068745	ENSDARG00000068745	protein_coding	Cluster001	2	24521355	24596685
ENSDARG00000068759	ENSDARG00000068759	protein_coding	Cluster170	5	13977065	14000405
ENSDARG00000068971	ENSDARG00000068971	protein_coding	Cluster010	5	6375795	6385002
ENSDARG00000069038	ENSDARG00000069038	protein_coding	Cluster001	18	16967882	16981227
ENSDARG00000069230	ENSDARG00000069230	protein_coding	Cluster002	8	18414340	18425079
ENSDARG00000069251	ENSDARG00000069251	protein_coding	Cluster009	20	43839944	43846622
ENSDARG00000069607	ENSDARG00000069607	protein_coding	Cluster001	4	4774151	4786635
ENSDARG00000069696	ENSDARG00000069696	protein_coding	Cluster041	8	22478123	22486816
ENSDARG00000069758	ENSDARG00000069758	protein_coding	Cluster002	9	22846107	22861957
ENSDARG00000070100	ENSDARG00000070100	protein_coding	Cluster001	7	7046534	7139690
ENSDARG00000070170	ENSDARG00000070170	protein_coding	Cluster001	16	42024406	42034101
ENSDARG00000070918	ENSDARG00000070918	protein_coding	Cluster049	22	38276174	38287021
ENSDARG00000071460	ENSDARG00000071460	protein_coding	Cluster004	24	38267933	38304065
ENSDARG00000071541	ENSDARG00000071541	protein_coding	Cluster002	22	10556614	10562194
ENSDARG00000071570	ENSDARG00000071570	protein_coding	Cluster035	22	10202845	10232759
ENSDARG00000073673	ENSDARG00000073673	protein_coding	Cluster008	7	69816793	69833076
ENSDARG00000073709	ENSDARG00000073709	protein_coding	Cluster002	14	29600952	29634010
ENSDARG00000073822	ENSDARG00000073822	protein_coding	Cluster001	23	4644933	4741647
ENSDARG00000074221	ENSDARG00000074221	protein_coding	Cluster232	11	5641816	5713549
ENSDARG00000074270	ENSDARG00000074270	protein_coding	Cluster084	12	29108376	29118836
ENSDARG00000074508	ENSDARG00000074508	protein_coding	Cluster001	11	11613451	11641748
ENSDARG00000074639	ENSDARG00000074639	protein_coding	Cluster183	24	56416	69612
ENSDARG00000074645	ENSDARG00000074645	protein_coding	Cluster008	5	68686816	68713084
ENSDARG00000074764	ENSDARG00000074764	protein_coding	Cluster009	3	3687347	3699510
ENSDARG00000074919	ENSDARG00000074919	protein_coding	Cluster001	13	854952	864083
ENSDARG00000074930	ENSDARG00000074930	protein_coding	Cluster075	19	11061985	11068663
ENSDARG00000074968	ENSDARG00000074968	protein_coding	NA	7	30011240	30014273
ENSDARG00000075024	ENSDARG00000075024	protein_coding	Cluster079	23	44681181	44705411
ENSDARG00000075043	ENSDARG00000075043	protein_coding	Cluster001	1	50203984	50215255
ENSDARG00000075165	ENSDARG00000075165	protein_coding	NA	13	47543660	47548321
ENSDARG00000075274	ENSDARG00000075274	protein_coding	Cluster110	25	2340579	2358278
ENSDARG00000075385	ENSDARG00000075385	protein_coding	Cluster003	16	1200492	1212591
ENSDARG00000075504	ENSDARG00000075504	protein_coding	Cluster002	11	1558159	1580690
ENSDARG00000075545	ENSDARG00000075545	protein_coding	Cluster070	19	5218138	5235125
ENSDARG00000075706	ENSDARG00000075706	protein_coding	Cluster001	2	31643190	31678391
ENSDARG00000075737	ENSDARG00000075737	protein_coding	Cluster008	3	129460	141984
ENSDARG00000076070	ENSDARG00000076070	protein_coding	Cluster001	20	14248309	14310718
ENSDARG00000076127	ENSDARG00000076127	protein_coding	Cluster001	13	12167522	12243118
ENSDARG00000076268	ENSDARG00000076268	protein_coding	Cluster001	5	5031096	5034674
ENSDARG00000076366	ENSDARG00000076366	protein_coding	Cluster052	3	3603985	3631427
ENSDARG00000076623	ENSDARG00000076623	protein_coding	Cluster004	19	40466	61377
ENSDARG00000076679	ENSDARG00000076679	protein_coding	Cluster020	3	61765145	61816674
ENSDARG00000076702	ENSDARG00000076702	protein_coding	NA	12	45141434	45162391
ENSDARG00000076771	ENSDARG00000076771	protein_coding	Cluster010	3	3633668	3646691
ENSDARG00000076873	ENSDARG00000076873	protein_coding	Cluster001	8	31239685	31245136
ENSDARG00000077166	ENSDARG00000077166	protein_coding	Cluster002	14	25950443	25968487
ENSDARG00000077405	ENSDARG00000077405	protein_coding	Cluster009	23	45487012	45605143
ENSDARG00000077717	ENSDARG00000077717	protein_coding	Cluster018	11	1369582	1374046
ENSDARG00000077725	ENSDARG00000077725	protein_coding	Cluster001	17	1354915	1363561
ENSDARG00000077799	ENSDARG00000077799	protein_coding	Cluster005	23	45844302	45846431
ENSDARG00000078166	ENSDARG00000078166	protein_coding	Cluster008	13	5114581	5128717
ENSDARG00000078183	ENSDARG00000078183	protein_coding	NA	3	3667294	3683393
ENSDARG00000078244	ENSDARG00000078244	protein_coding	NA	23	31036601	31070634
ENSDARG00000078822	ENSDARG00000078822	protein_coding	Cluster006	2	10684763	10780420
ENSDARG00000079004	ENSDARG00000079004	protein_coding	Cluster220	12	3199927	3217223
ENSDARG00000079034	ENSDARG00000079034	protein_coding	Cluster009	7	20325726	20330953
ENSDARG00000079167	ENSDARG00000079167	protein_coding	Cluster002	24	26234400	26284643
ENSDARG00000079328	ENSDARG00000079328	protein_coding	Cluster184	22	5674514	5694306
